1 #SUP: 3916
2 #SUP: 4208
3 #SUP: 3656
6 #SUP: 3152
9 #SUP: 2556
10 #SUP: 3244
11 #SUP: 2320
13 #SUP: 2284
16 #SUP: 1840
23 #SUP: 3376
24 #SUP: 4748
28 #SUP: 3528
29 #SUP: 2160
34 #SUP: 7914
36 #SUP: 6812
38 #SUP: 2512
39 #SUP: 5612
48 #SUP: 1728
52 #SUP: 3516
53 #SUP: 4608
56 #SUP: 3776
58 #SUP: 2480
59 #SUP: 5176
61 #SUP: 2372
63 #SUP: 4936
66 #SUP: 2304
67 #SUP: 4464
69 #SUP: 1872
76 #SUP: 4384
77 #SUP: 1872
85 #SUP: 8124
86 #SUP: 7924
90 #SUP: 7488
93 #SUP: 3968
94 #SUP: 2776
98 #SUP: 1872
99 #SUP: 1968
101 #SUP: 1632
102 #SUP: 2388
110 #SUP: 4040
111 #SUP: 1712
114 #SUP: 2148
116 #SUP: 3148
24 36 53 58 110 #SUP: 1728
24 36 53 85 86 #SUP: 1728
24 36 53 85 90 #SUP: 1728
24 36 53 85 94 #SUP: 1728
24 36 53 85 102 #SUP: 1728
24 36 53 85 110 #SUP: 1728
24 36 53 86 90 #SUP: 1728
24 36 53 86 94 #SUP: 1728
24 36 53 86 102 #SUP: 1728
24 36 53 86 110 #SUP: 1728
24 36 53 90 94 #SUP: 1728
24 36 53 90 102 #SUP: 1728
24 36 53 90 110 #SUP: 1728
24 36 53 94 102 #SUP: 1728
24 36 53 94 110 #SUP: 1728
24 36 53 102 110 #SUP: 1728
24 36 58 85 86 #SUP: 1808
24 36 58 85 90 #SUP: 2000
24 36 58 85 94 #SUP: 1760
24 36 58 85 102 #SUP: 1760
24 36 58 85 110 #SUP: 1880
24 36 58 86 90 #SUP: 1808
24 36 58 86 94 #SUP: 1760
24 36 58 86 102 #SUP: 1760
24 36 58 86 110 #SUP: 1784
24 36 58 90 94 #SUP: 1760
24 36 58 90 102 #SUP: 1760
24 36 58 90 110 #SUP: 1880
24 36 58 94 102 #SUP: 1760
24 36 58 94 110 #SUP: 1760
24 36 58 102 110 #SUP: 1760
24 36 61 66 85 #SUP: 1728
24 36 61 66 86 #SUP: 1728
24 36 61 66 90 #SUP: 1728
24 36 61 85 86 #SUP: 2228
24 36 61 85 90 #SUP: 2192
24 36 61 86 90 #SUP: 2192
24 36 66 85 86 #SUP: 2160
24 36 66 85 90 #SUP: 2160
24 36 66 86 90 #SUP: 2160
24 36 85 86 90 #SUP: 3296
24 36 85 86 94 #SUP: 1760
24 36 85 86 102 #SUP: 1812
24 36 85 86 110 #SUP: 2528
24 36 85 90 94 #SUP: 1760
24 36 85 90 102 #SUP: 1760
24 36 85 90 110 #SUP: 2624
24 36 85 94 102 #SUP: 1760
24 36 85 94 110 #SUP: 1760
24 36 85 102 110 #SUP: 1760
24 36 86 90 94 #SUP: 1760
24 36 86 90 102 #SUP: 1760
24 36 86 90 110 #SUP: 2528
24 36 86 94 102 #SUP: 1760
24 36 86 94 110 #SUP: 1760
24 36 86 102 110 #SUP: 1760
24 36 90 94 102 #SUP: 1760
24 36 90 94 110 #SUP: 1760
24 36 90 102 110 #SUP: 1760
24 36 94 102 110 #SUP: 1760
24 38 48 53 58 #SUP: 1728
24 38 48 53 85 #SUP: 1728
24 38 48 53 86 #SUP: 1728
24 38 48 53 90 #SUP: 1728
24 38 48 53 94 #SUP: 1728
24 38 48 53 102 #SUP: 1728
24 38 48 53 110 #SUP: 1728
24 38 48 58 85 #SUP: 1728
24 38 48 58 86 #SUP: 1728
24 38 48 58 90 #SUP: 1728
24 38 48 58 94 #SUP: 1728
24 38 48 58 102 #SUP: 1728
24 38 48 58 110 #SUP: 1728
24 38 48 85 86 #SUP: 1728
24 38 48 85 90 #SUP: 1728
24 38 48 85 94 #SUP: 1728
24 38 48 85 102 #SUP: 1728
24 38 48 85 110 #SUP: 1728
24 38 48 86 90 #SUP: 1728
24 38 48 86 94 #SUP: 1728
24 38 48 86 102 #SUP: 1728
24 38 48 86 110 #SUP: 1728
24 38 48 90 94 #SUP: 1728
24 38 48 90 102 #SUP: 1728
24 38 48 90 110 #SUP: 1728
24 38 48 94 102 #SUP: 1728
24 38 48 94 110 #SUP: 1728
24 38 48 102 110 #SUP: 1728
24 38 53 58 85 #SUP: 1728
24 38 53 58 86 #SUP: 1728
24 38 53 58 90 #SUP: 1728
24 38 53 58 94 #SUP: 1728
24 38 53 58 102 #SUP: 1728
24 38 53 58 110 #SUP: 1728
24 38 53 85 86 #SUP: 1728
24 38 53 85 90 #SUP: 1728
24 38 53 85 94 #SUP: 1728
24 38 53 85 102 #SUP: 1728
24 38 53 85 110 #SUP: 1728
24 38 53 86 90 #SUP: 1728
24 38 53 86 94 #SUP: 1728
24 38 53 86 102 #SUP: 1728
24 38 53 86 110 #SUP: 1728
24 38 53 90 94 #SUP: 1728
24 38 53 90 102 #SUP: 1728
24 38 53 90 110 #SUP: 1728
24 38 53 94 102 #SUP: 1728
24 38 53 94 110 #SUP: 1728
24 38 53 102 110 #SUP: 1728
24 38 58 85 86 #SUP: 1808
24 38 58 85 90 #SUP: 1808
24 38 58 85 94 #SUP: 1760
24 38 58 85 102 #SUP: 1760
24 38 58 85 110 #SUP: 1784
24 38 58 86 90 #SUP: 1808
24 38 58 86 94 #SUP: 1760
24 38 58 86 102 #SUP: 1760
24 38 58 86 110 #SUP: 1784
24 38 58 90 94 #SUP: 1760
24 38 58 90 102 #SUP: 1760
24 38 58 90 110 #SUP: 1784
24 38 58 94 102 #SUP: 1760
24 38 58 94 110 #SUP: 1760
24 38 58 102 110 #SUP: 1760
24 38 85 86 90 #SUP: 2144
24 38 85 86 94 #SUP: 1808
24 38 85 86 102 #SUP: 1808
24 38 85 86 110 #SUP: 1976
24 38 85 90 94 #SUP: 1816
24 38 85 90 102 #SUP: 1816
24 38 85 90 110 #SUP: 1976
24 38 85 94 102 #SUP: 1816
24 38 85 94 110 #SUP: 1808
24 38 85 102 110 #SUP: 1808
24 38 86 90 94 #SUP: 1808
24 38 86 90 102 #SUP: 1808
24 38 86 90 110 #SUP: 1976
24 38 86 94 102 #SUP: 1808
24 38 86 94 110 #SUP: 1808
24 38 86 102 110 #SUP: 1808
24 38 90 94 102 #SUP: 1816
24 38 90 94 110 #SUP: 1808
24 38 90 102 110 #SUP: 1808
24 38 94 102 110 #SUP: 1808
24 39 52 85 86 #SUP: 1636
24 39 85 86 90 #SUP: 2064
24 48 53 58 85 #SUP: 1728
24 48 53 58 86 #SUP: 1728
24 48 53 58 90 #SUP: 1728
24 48 53 58 94 #SUP: 1728
24 48 53 58 102 #SUP: 1728
24 48 53 58 110 #SUP: 1728
24 48 53 85 86 #SUP: 1728
24 48 53 85 90 #SUP: 1728
24 48 53 85 94 #SUP: 1728
24 48 53 85 102 #SUP: 1728
24 48 53 85 110 #SUP: 1728
24 48 53 86 90 #SUP: 1728
24 48 53 86 94 #SUP: 1728
24 48 53 86 102 #SUP: 1728
24 48 53 86 110 #SUP: 1728
24 48 53 90 94 #SUP: 1728
24 48 53 90 102 #SUP: 1728
24 48 53 90 110 #SUP: 1728
24 48 53 94 102 #SUP: 1728
24 48 53 94 110 #SUP: 1728
24 48 53 102 110 #SUP: 1728
24 48 58 85 86 #SUP: 1728
24 48 58 85 90 #SUP: 1728
24 48 58 85 94 #SUP: 1728
24 48 58 85 102 #SUP: 1728
24 48 58 85 110 #SUP: 1728
24 48 58 86 90 #SUP: 1728
24 48 58 86 94 #SUP: 1728
24 48 58 86 102 #SUP: 1728
24 48 58 86 110 #SUP: 1728
24 48 58 90 94 #SUP: 1728
24 48 58 90 102 #SUP: 1728
24 48 58 90 110 #SUP: 1728
24 48 58 94 102 #SUP: 1728
24 48 58 94 110 #SUP: 1728
24 48 58 102 110 #SUP: 1728
24 48 85 86 90 #SUP: 1728
24 48 85 86 94 #SUP: 1728
24 48 85 86 102 #SUP: 1728
24 48 85 86 110 #SUP: 1728
24 48 85 90 94 #SUP: 1728
24 48 85 90 102 #SUP: 1728
24 48 85 90 110 #SUP: 1728
24 48 85 94 102 #SUP: 1728
24 48 85 94 110 #SUP: 1728
24 48 85 102 110 #SUP: 1728
24 48 86 90 94 #SUP: 1728
24 48 86 90 102 #SUP: 1728
24 48 86 90 110 #SUP: 1728
24 48 86 94 102 #SUP: 1728
24 48 86 94 110 #SUP: 1728
24 48 86 102 110 #SUP: 1728
24 48 90 94 102 #SUP: 1728
24 48 90 94 110 #SUP: 1728
24 48 90 102 110 #SUP: 1728
24 48 94 102 110 #SUP: 1728
24 52 85 86 90 #SUP: 1712
24 53 58 85 86 #SUP: 1728
24 53 58 85 90 #SUP: 1728
24 53 58 85 94 #SUP: 1728
24 53 58 85 102 #SUP: 1728
24 53 58 85 110 #SUP: 1728
24 53 58 86 90 #SUP: 1728
24 53 58 86 94 #SUP: 1728
24 53 58 86 102 #SUP: 1728
24 53 58 86 110 #SUP: 1728
24 53 58 90 94 #SUP: 1728
24 53 58 90 102 #SUP: 1728
24 53 58 90 110 #SUP: 1728
24 53 58 94 102 #SUP: 1728
24 53 58 94 110 #SUP: 1728
24 53 58 102 110 #SUP: 1728
24 53 67 85 86 #SUP: 1632
24 53 67 85 90 #SUP: 1632
24 53 67 85 94 #SUP: 1632
24 53 67 86 90 #SUP: 1632
24 53 67 86 94 #SUP: 1632
24 53 67 90 94 #SUP: 1632
24 53 76 85 86 #SUP: 1632
24 53 76 85 90 #SUP: 1632
24 53 76 85 94 #SUP: 1632
24 53 76 86 90 #SUP: 1632
24 53 76 86 94 #SUP: 1632
24 53 76 90 94 #SUP: 1632
24 53 85 86 90 #SUP: 2496
24 53 85 86 94 #SUP: 2496
24 53 85 86 102 #SUP: 1728
24 53 85 86 110 #SUP: 1728
24 53 85 90 94 #SUP: 2496
24 53 85 90 102 #SUP: 1728
24 53 85 90 110 #SUP: 1728
24 53 85 94 102 #SUP: 1728
24 53 85 94 110 #SUP: 1728
24 53 85 102 110 #SUP: 1728
24 53 86 90 94 #SUP: 2496
24 53 86 90 102 #SUP: 1728
24 53 86 90 110 #SUP: 1728
24 53 86 94 102 #SUP: 1728
24 53 86 94 110 #SUP: 1728
24 53 86 102 110 #SUP: 1728
24 53 90 94 102 #SUP: 1728
24 53 90 94 110 #SUP: 1728
24 53 90 102 110 #SUP: 1728
24 53 94 102 110 #SUP: 1728
24 58 85 86 90 #SUP: 1808
24 58 85 86 94 #SUP: 1760
24 58 85 86 102 #SUP: 2048
24 58 85 86 110 #SUP: 1784
24 58 85 90 94 #SUP: 1760
24 58 85 90 102 #SUP: 1760
24 58 85 90 110 #SUP: 1880
24 58 85 94 102 #SUP: 1760
24 58 85 94 110 #SUP: 1760
24 58 85 102 110 #SUP: 1760
24 58 86 90 94 #SUP: 1760
24 58 86 90 102 #SUP: 1760
24 58 86 90 110 #SUP: 1784
24 58 86 94 102 #SUP: 1760
24 58 86 94 110 #SUP: 1760
24 58 86 102 110 #SUP: 1760
24 58 90 94 102 #SUP: 1760
24 58 90 94 110 #SUP: 1760
24 58 90 102 110 #SUP: 1760
24 58 94 102 110 #SUP: 1760
24 61 66 85 86 #SUP: 1800
24 61 66 85 90 #SUP: 1728
24 61 66 86 90 #SUP: 1728
24 61 85 86 90 #SUP: 2192
24 66 85 86 90 #SUP: 2160
24 67 76 85 86 #SUP: 1824
24 67 85 86 90 #SUP: 2048
24 67 85 86 94 #SUP: 1712
24 67 85 90 94 #SUP: 1712
24 67 86 90 94 #SUP: 1712
24 76 85 86 90 #SUP: 1968
24 76 85 86 94 #SUP: 1632
24 76 85 90 94 #SUP: 1632
24 76 86 90 94 #SUP: 1632
24 85 86 90 94 #SUP: 2576
24 85 86 90 102 #SUP: 1808
24 85 86 90 110 #SUP: 2624
24 85 86 94 102 #SUP: 1808
24 85 86 94 110 #SUP: 1808
24 85 86 102 110 #SUP: 1808
24 85 90 94 102 #SUP: 1816
24 85 90 94 110 #SUP: 1808
24 85 90 102 110 #SUP: 1808
24 85 94 102 110 #SUP: 1808
24 86 90 94 102 #SUP: 1808
24 86 90 94 110 #SUP: 1808
24 86 90 102 110 #SUP: 1808
24 86 94 102 110 #SUP: 1808
24 90 94 102 110 #SUP: 1808
28 34 36 39 53 #SUP: 1728
28 34 36 39 56 #SUP: 1848
28 34 36 39 59 #SUP: 2024
28 34 36 39 63 #SUP: 2024
28 34 36 39 85 #SUP: 2040
28 34 36 39 86 #SUP: 2040
28 34 36 39 90 #SUP: 1728
28 34 36 39 93 #SUP: 1848
28 34 36 39 116 #SUP: 1736
28 34 36 53 56 #SUP: 1728
28 34 36 53 59 #SUP: 1728
28 34 36 53 63 #SUP: 1728
28 34 36 53 85 #SUP: 1728
28 34 36 53 86 #SUP: 1728
28 34 36 53 90 #SUP: 1728
28 34 36 53 93 #SUP: 1728
28 34 36 53 116 #SUP: 1728
28 34 36 56 59 #SUP: 1832
28 34 36 56 63 #SUP: 1832
28 34 36 56 85 #SUP: 1848
28 34 36 56 86 #SUP: 1848
28 34 36 56 90 #SUP: 1728
28 34 36 56 93 #SUP: 1848
28 34 36 56 116 #SUP: 1736
28 34 36 59 63 #SUP: 2120
28 34 36 59 85 #SUP: 2168
28 34 36 59 86 #SUP: 2168
28 34 36 59 90 #SUP: 1872
28 34 36 59 93 #SUP: 1928
28 34 36 59 116 #SUP: 1776
28 34 36 63 85 #SUP: 2120
28 34 36 63 86 #SUP: 2120
28 34 36 63 90 #SUP: 1824
28 34 36 63 93 #SUP: 1928
28 34 36 63 116 #SUP: 1728
28 34 36 85 86 #SUP: 2216
28 34 36 85 90 #SUP: 1904
28 34 36 85 93 #SUP: 1944
28 34 36 85 116 #SUP: 1816
28 34 36 86 90 #SUP: 1904
28 34 36 86 93 #SUP: 1944
28 34 36 86 116 #SUP: 1816
28 34 36 90 93 #SUP: 1824
28 34 36 90 116 #SUP: 1808
28 34 36 93 116 #SUP: 1736
28 34 39 53 56 #SUP: 1728
28 34 39 53 59 #SUP: 2112
28 34 39 53 63 #SUP: 2112
28 34 39 53 85 #SUP: 2496
28 34 39 53 86 #SUP: 2496
28 34 39 53 90 #SUP: 2496
28 34 39 53 93 #SUP: 1728
28 34 39 53 116 #SUP: 1728
28 34 39 56 59 #SUP: 1832
28 34 39 56 63 #SUP: 1832
28 34 39 56 85 #SUP: 1848
28 34 39 56 86 #SUP: 1848
28 34 39 56 90 #SUP: 1728
28 34 39 56 93 #SUP: 1848
28 34 39 56 116 #SUP: 1736
28 34 39 59 63 #SUP: 2288
28 34 39 59 85 #SUP: 2552
28 34 39 59 86 #SUP: 2552
28 34 39 59 90 #SUP: 2112
28 34 39 59 93 #SUP: 1976
28 34 39 59 116 #SUP: 1728
28 34 39 63 85 #SUP: 2552
28 34 39 63 86 #SUP: 2552
28 34 39 63 90 #SUP: 2112
28 34 39 63 93 #SUP: 1976
28 34 39 63 116 #SUP: 1728
28 34 39 67 85 #SUP: 1832
28 34 39 67 86 #SUP: 1832
28 34 39 76 85 #SUP: 1832
28 34 39 76 86 #SUP: 1832
28 34 39 85 86 #SUP: 3096
28 34 39 85 90 #SUP: 2496
28 34 39 85 93 #SUP: 2136
28 34 39 85 116 #SUP: 1736
28 34 39 86 90 #SUP: 2496
28 34 39 86 93 #SUP: 2136
28 34 39 86 116 #SUP: 1736
28 34 39 90 93 #SUP: 1728
28 34 39 90 116 #SUP: 1728
28 34 39 93 116 #SUP: 1736
28 34 53 56 59 #SUP: 1728
28 34 53 56 63 #SUP: 1728
28 34 53 56 85 #SUP: 1728
28 34 53 56 86 #SUP: 1728
28 34 53 56 90 #SUP: 1728
28 34 53 56 93 #SUP: 1728
28 34 53 56 116 #SUP: 1728
28 34 53 59 63 #SUP: 1920
28 34 53 59 85 #SUP: 2112
28 34 53 59 86 #SUP: 2112
28 34 53 59 90 #SUP: 2112
28 34 53 59 93 #SUP: 1728
28 34 53 59 116 #SUP: 1728
28 34 53 63 85 #SUP: 2112
28 34 53 63 86 #SUP: 2112
28 34 53 63 90 #SUP: 2112
28 34 53 63 93 #SUP: 1728
28 34 53 63 116 #SUP: 1728
28 34 53 85 86 #SUP: 2496
28 34 53 85 90 #SUP: 2496
28 34 53 85 93 #SUP: 1728
28 34 53 85 116 #SUP: 1728
28 34 53 86 90 #SUP: 2496
28 34 53 86 93 #SUP: 1728
28 34 53 86 116 #SUP: 1728
28 34 53 90 93 #SUP: 1728
28 34 53 90 116 #SUP: 1728
28 34 53 93 116 #SUP: 1728
28 34 56 59 63 #SUP: 1852
28 34 56 59 85 #SUP: 1864
28 34 56 59 86 #SUP: 1864
28 34 56 59 90 #SUP: 1760
28 34 56 59 93 #SUP: 1840
28 34 56 59 116 #SUP: 1728
28 34 56 63 85 #SUP: 1864
28 34 56 63 86 #SUP: 1864
28 34 56 63 90 #SUP: 1760
28 34 56 63 93 #SUP: 1840
28 34 56 63 116 #SUP: 1728
28 34 56 85 86 #SUP: 1904
28 34 56 85 90 #SUP: 1784
28 34 56 85 93 #SUP: 1856
28 34 56 85 116 #SUP: 1736
28 34 56 86 90 #SUP: 1784
28 34 56 86 93 #SUP: 1856
28 34 56 86 116 #SUP: 1736
28 34 56 90 93 #SUP: 1736
28 34 56 90 116 #SUP: 1728
28 34 56 93 116 #SUP: 1736
28 34 59 63 85 #SUP: 2404
28 34 59 63 86 #SUP: 2404
28 34 59 63 90 #SUP: 2036
28 34 59 63 93 #SUP: 2008
28 34 59 63 116 #SUP: 1728
28 34 59 85 86 #SUP: 2728
28 34 59 85 90 #SUP: 2288
28 34 59 85 93 #SUP: 2080
28 34 59 85 116 #SUP: 1776
28 34 59 86 90 #SUP: 2288
28 34 59 86 93 #SUP: 2080
28 34 59 86 116 #SUP: 1776
28 34 59 90 93 #SUP: 1832
28 34 59 90 116 #SUP: 1776
28 34 59 93 116 #SUP: 1728
28 34 63 85 86 #SUP: 2680
28 34 63 85 90 #SUP: 2240
28 34 63 85 93 #SUP: 2080
28 34 63 85 116 #SUP: 1728
28 34 63 86 90 #SUP: 2240
28 34 63 86 93 #SUP: 2080
28 34 63 86 116 #SUP: 1728
28 34 63 90 93 #SUP: 1832
28 34 63 90 116 #SUP: 1728
28 34 63 93 116 #SUP: 1728
28 34 67 85 86 #SUP: 2064
28 34 76 85 86 #SUP: 1984
28 34 85 86 90 #SUP: 2728
28 34 85 86 93 #SUP: 2240
28 34 85 86 116 #SUP: 1816
28 34 85 90 93 #SUP: 1832
28 34 85 90 116 #SUP: 1808
28 34 85 93 116 #SUP: 1736
28 34 86 90 93 #SUP: 1832
28 34 86 90 116 #SUP: 1808
28 34 86 93 116 #SUP: 1736
28 34 90 93 116 #SUP: 1728
28 36 39 53 56 #SUP: 1728
28 36 39 53 59 #SUP: 1728
28 36 39 53 63 #SUP: 1728
28 36 39 53 85 #SUP: 1728
28 36 39 53 86 #SUP: 1728
28 36 39 53 90 #SUP: 1728
28 36 39 53 93 #SUP: 1728
28 36 39 53 116 #SUP: 1728
28 36 39 56 59 #SUP: 1832
28 36 39 56 63 #SUP: 1832
28 36 39 56 85 #SUP: 1848
28 36 39 56 86 #SUP: 1848
28 36 39 56 90 #SUP: 1728
28 36 39 56 93 #SUP: 1848
28 36 39 56 116 #SUP: 1736
28 36 39 59 63 #SUP: 2216
28 36 39 59 85 #SUP: 2216
28 36 39 59 86 #SUP: 2024
28 36 39 59 90 #SUP: 1920
28 36 39 59 93 #SUP: 2024
28 36 39 59 116 #SUP: 1728
28 36 39 63 85 #SUP: 2216
28 36 39 63 86 #SUP: 2024
28 36 39 63 90 #SUP: 1920
28 36 39 63 93 #SUP: 2024
28 36 39 63 116 #SUP: 1728
28 36 39 85 86 #SUP: 2040
28 36 39 85 90 #SUP: 1920
28 36 39 85 93 #SUP: 2040
28 36 39 85 116 #SUP: 1736
28 36 39 86 90 #SUP: 1728
28 36 39 86 93 #SUP: 1848
28 36 39 86 116 #SUP: 1736
28 36 39 90 93 #SUP: 1920
28 36 39 90 116 #SUP: 1728
28 36 39 93 116 #SUP: 1736
28 36 53 56 59 #SUP: 1728
28 36 53 56 63 #SUP: 1728
28 36 53 56 85 #SUP: 1728
28 36 53 56 86 #SUP: 1728
28 36 53 56 90 #SUP: 1728
28 36 53 56 93 #SUP: 1728
28 36 53 56 116 #SUP: 1728
28 36 53 59 63 #SUP: 1728
28 36 53 59 85 #SUP: 1728
28 36 53 59 86 #SUP: 1728
28 36 53 59 90 #SUP: 1728
28 36 53 59 93 #SUP: 1728
28 36 53 59 116 #SUP: 1728
28 36 53 63 85 #SUP: 1728
28 36 53 63 86 #SUP: 1728
28 36 53 63 90 #SUP: 1728
28 36 53 63 93 #SUP: 1728
28 36 53 63 116 #SUP: 1728
28 36 53 85 86 #SUP: 1728
28 36 53 85 90 #SUP: 1728
28 36 53 85 93 #SUP: 1728
28 36 53 85 116 #SUP: 1728
28 36 53 86 90 #SUP: 1728
28 36 53 86 93 #SUP: 1728
28 36 53 86 116 #SUP: 1728
28 36 53 90 93 #SUP: 1728
28 36 53 90 116 #SUP: 1728
28 36 53 93 116 #SUP: 1728
28 36 56 59 63 #SUP: 1832
28 36 56 59 85 #SUP: 1832
28 36 56 59 86 #SUP: 1832
28 36 56 59 90 #SUP: 1728
28 36 56 59 93 #SUP: 1832
28 36 56 59 116 #SUP: 1728
28 36 56 63 85 #SUP: 1832
28 36 56 63 86 #SUP: 1832
28 36 56 63 90 #SUP: 1728
28 36 56 63 93 #SUP: 1832
28 36 56 63 116 #SUP: 1728
28 36 56 85 86 #SUP: 1848
28 36 56 85 90 #SUP: 1728
28 36 56 85 93 #SUP: 1848
28 36 56 85 116 #SUP: 1736
28 36 56 86 90 #SUP: 1728
28 36 56 86 93 #SUP: 1848
28 36 56 86 116 #SUP: 1736
28 36 56 90 93 #SUP: 1728
28 36 56 90 116 #SUP: 1728
28 36 56 93 116 #SUP: 1736
28 36 59 63 85 #SUP: 2312
28 36 59 63 86 #SUP: 2120
28 36 59 63 90 #SUP: 2016
28 36 59 63 93 #SUP: 2120
28 36 59 63 116 #SUP: 1728
28 36 59 85 86 #SUP: 2168
28 36 59 85 90 #SUP: 2064
28 36 59 85 93 #SUP: 2120
28 36 59 85 116 #SUP: 1776
28 36 59 86 90 #SUP: 1872
28 36 59 86 93 #SUP: 1928
28 36 59 86 116 #SUP: 1776
28 36 59 90 93 #SUP: 2016
28 36 59 90 116 #SUP: 1776
28 36 59 93 116 #SUP: 1728
28 36 63 85 86 #SUP: 2120
28 36 63 85 90 #SUP: 2016
28 36 63 85 93 #SUP: 2120
28 36 63 85 116 #SUP: 1728
28 36 63 86 90 #SUP: 1824
28 36 63 86 93 #SUP: 1928
28 36 63 86 116 #SUP: 1728
28 36 63 90 93 #SUP: 2016
28 36 63 90 116 #SUP: 1728
28 36 63 93 116 #SUP: 1728
28 36 85 86 90 #SUP: 1904
28 36 85 86 93 #SUP: 1944
28 36 85 86 116 #SUP: 1816
28 36 85 90 93 #SUP: 2016
28 36 85 90 116 #SUP: 1808
28 36 85 93 116 #SUP: 1736
28 36 86 90 93 #SUP: 1824
28 36 86 90 116 #SUP: 1808
28 36 86 93 116 #SUP: 1736
28 36 90 93 116 #SUP: 1728
28 39 53 56 59 #SUP: 1728
28 39 53 56 63 #SUP: 1728
28 39 53 56 85 #SUP: 1728
28 39 53 56 86 #SUP: 1728
28 39 53 56 90 #SUP: 1728
28 39 53 56 93 #SUP: 1728
28 39 53 56 116 #SUP: 1728
28 39 53 59 63 #SUP: 1920
28 39 53 59 85 #SUP: 2112
28 39 53 59 86 #SUP: 2112
28 39 53 59 90 #SUP: 2112
28 39 53 59 93 #SUP: 1728
28 39 53 59 116 #SUP: 1728
28 39 53 63 85 #SUP: 2112
28 39 53 63 86 #SUP: 2112
28 39 53 63 90 #SUP: 2112
28 39 53 63 93 #SUP: 1728
28 39 53 63 116 #SUP: 1728
28 39 53 85 86 #SUP: 2496
28 39 53 85 90 #SUP: 2496
28 39 53 85 93 #SUP: 1728
28 39 53 85 116 #SUP: 1728
28 39 53 86 90 #SUP: 2496
28 39 53 86 93 #SUP: 1728
28 39 53 86 116 #SUP: 1728
28 39 53 90 93 #SUP: 1728
28 39 53 90 116 #SUP: 1728
28 39 53 93 116 #SUP: 1728
28 39 56 59 63 #SUP: 1832
28 39 56 59 85 #SUP: 1832
28 39 56 59 86 #SUP: 1832
28 39 56 59 90 #SUP: 1728
28 39 56 59 93 #SUP: 1832
28 39 56 59 116 #SUP: 1728
28 39 56 63 85 #SUP: 1832
28 39 56 63 86 #SUP: 1832
28 39 56 63 90 #SUP: 1728
28 39 56 63 93 #SUP: 1832
28 39 56 63 116 #SUP: 1728
28 39 56 85 86 #SUP: 1848
28 39 56 85 90 #SUP: 1728
28 39 56 85 93 #SUP: 1848
28 39 56 85 116 #SUP: 1736
28 39 56 86 90 #SUP: 1728
28 39 56 86 93 #SUP: 1848
28 39 56 86 116 #SUP: 1736
28 39 56 90 93 #SUP: 1728
28 39 56 90 116 #SUP: 1728
28 39 56 93 116 #SUP: 1736
28 39 59 63 85 #SUP: 2480
28 39 59 63 86 #SUP: 2288
28 39 59 63 90 #SUP: 2112
28 39 59 63 93 #SUP: 2096
28 39 59 63 116 #SUP: 1728
28 39 59 85 86 #SUP: 2552
28 39 59 85 90 #SUP: 2304
28 39 59 85 93 #SUP: 2168
28 39 59 85 116 #SUP: 1728
28 39 59 86 90 #SUP: 2112
28 39 59 86 93 #SUP: 1976
28 39 59 86 116 #SUP: 1728
28 39 59 90 93 #SUP: 1920
28 39 59 90 116 #SUP: 1728
28 39 59 93 116 #SUP: 1728
28 39 63 85 86 #SUP: 2552
28 39 63 85 90 #SUP: 2304
28 39 63 85 93 #SUP: 2168
28 39 63 85 116 #SUP: 1728
28 39 63 86 90 #SUP: 2112
28 39 63 86 93 #SUP: 1976
28 39 63 86 116 #SUP: 1728
28 39 63 90 93 #SUP: 1920
28 39 63 90 116 #SUP: 1728
28 39 63 93 116 #SUP: 1728
28 39 67 85 86 #SUP: 1832
28 39 76 85 86 #SUP: 1832
28 39 85 86 90 #SUP: 2496
28 39 85 86 93 #SUP: 2136
28 39 85 86 116 #SUP: 1736
28 39 85 90 93 #SUP: 1920
28 39 85 90 116 #SUP: 1728
28 39 85 93 116 #SUP: 1736
28 39 86 90 93 #SUP: 1728
28 39 86 90 116 #SUP: 1728
28 39 86 93 116 #SUP: 1736
28 39 90 93 116 #SUP: 1728
28 53 56 59 63 #SUP: 1728
28 53 56 59 85 #SUP: 1728
28 53 56 59 86 #SUP: 1728
28 53 56 59 90 #SUP: 1728
28 53 56 59 93 #SUP: 1728
28 53 56 59 116 #SUP: 1728
28 53 56 63 85 #SUP: 1728
28 53 56 63 86 #SUP: 1728
28 53 56 63 90 #SUP: 1728
28 53 56 63 93 #SUP: 1728
28 53 56 63 116 #SUP: 1728
28 53 56 85 86 #SUP: 1728
28 53 56 85 90 #SUP: 1728
28 53 56 85 93 #SUP: 1728
28 53 56 85 116 #SUP: 1728
28 53 56 86 90 #SUP: 1728
28 53 56 86 93 #SUP: 1728
28 53 56 86 116 #SUP: 1728
28 53 56 90 93 #SUP: 1728
28 53 56 90 116 #SUP: 1728
28 53 56 93 116 #SUP: 1728
28 53 59 63 85 #SUP: 1920
28 53 59 63 86 #SUP: 1920
28 53 59 63 90 #SUP: 1920
28 53 59 63 93 #SUP: 1728
28 53 59 63 116 #SUP: 1728
28 53 59 85 86 #SUP: 2112
28 53 59 85 90 #SUP: 2112
28 53 59 85 93 #SUP: 1728
28 53 59 85 116 #SUP: 1728
28 53 59 86 90 #SUP: 2112
28 53 59 86 93 #SUP: 1728
28 53 59 86 116 #SUP: 1728
28 53 59 90 93 #SUP: 1728
28 53 59 90 116 #SUP: 1728
