1 #SUP: 3916
2 #SUP: 4208
3 #SUP: 3656
6 #SUP: 3152
9 #SUP: 2556
10 #SUP: 3244
23 #SUP: 3376
24 #SUP: 4748
28 #SUP: 3528
34 #SUP: 7914
36 #SUP: 6812
38 #SUP: 2512
39 #SUP: 5612
52 #SUP: 3516
53 #SUP: 4608
56 #SUP: 3776
58 #SUP: 2480
59 #SUP: 5176
63 #SUP: 4936
67 #SUP: 4464
76 #SUP: 4384
85 #SUP: 8124
86 #SUP: 7924
90 #SUP: 7488
93 #SUP: 3968
94 #SUP: 2776
110 #SUP: 4040
116 #SUP: 3148
23 36 39 63 #SUP: 2680
23 36 39 85 #SUP: 3016
23 36 39 86 #SUP: 3016
23 36 39 90 #SUP: 2720
23 36 39 93 #SUP: 2824
23 36 59 63 #SUP: 2864
23 36 59 85 #SUP: 3128
23 36 59 86 #SUP: 3128
23 36 59 90 #SUP: 2832
23 36 59 93 #SUP: 2936
23 36 63 85 #SUP: 2936
23 36 63 86 #SUP: 2936
23 36 63 90 #SUP: 2640
23 36 63 93 #SUP: 2744
23 36 85 86 #SUP: 3272
23 36 85 90 #SUP: 2976
23 36 85 93 #SUP: 3080
23 36 86 90 #SUP: 2976
23 36 86 93 #SUP: 3080
23 36 90 93 #SUP: 2976
23 39 59 63 #SUP: 2608
23 39 59 85 #SUP: 2872
23 39 59 86 #SUP: 2872
23 39 59 90 #SUP: 2576
23 39 59 93 #SUP: 2680
23 39 63 85 #SUP: 2680
23 39 63 86 #SUP: 2680
23 39 63 93 #SUP: 2488
23 39 85 86 #SUP: 3016
23 39 85 90 #SUP: 2720
23 39 85 93 #SUP: 2824
23 39 86 90 #SUP: 2720
23 39 86 93 #SUP: 2824
23 39 90 93 #SUP: 2720
23 59 63 85 #SUP: 2968
23 59 63 86 #SUP: 2968
23 59 63 90 #SUP: 2672
23 59 63 93 #SUP: 2776
23 59 85 86 #SUP: 3232
23 59 85 90 #SUP: 2936
23 59 85 93 #SUP: 3040
23 59 86 90 #SUP: 2936
23 59 86 93 #SUP: 3040
23 59 90 93 #SUP: 2936
23 63 85 86 #SUP: 3040
23 63 85 90 #SUP: 2744
23 63 85 93 #SUP: 2848
23 63 86 90 #SUP: 2744
23 63 86 93 #SUP: 2848
23 63 90 93 #SUP: 2744
23 85 86 90 #SUP: 3080
23 85 86 93 #SUP: 3184
23 85 90 93 #SUP: 3080
23 86 90 93 #SUP: 3080
24 34 36 85 #SUP: 3330
24 34 36 86 #SUP: 3330
24 34 36 90 #SUP: 3296
24 34 36 110 #SUP: 2528
24 34 53 85 #SUP: 2496
24 34 53 86 #SUP: 2496
24 34 53 90 #SUP: 2496
24 34 53 94 #SUP: 2496
24 34 85 86 #SUP: 4530
24 34 85 90 #SUP: 4216
24 34 85 94 #SUP: 2584
24 34 85 110 #SUP: 2624
24 34 86 90 #SUP: 4208
24 34 86 94 #SUP: 2576
24 34 86 110 #SUP: 2624
24 34 90 94 #SUP: 2584
24 34 90 110 #SUP: 2624
24 36 85 86 #SUP: 3348
24 36 85 90 #SUP: 3488
24 36 85 110 #SUP: 2624
24 36 86 90 #SUP: 3296
24 36 86 110 #SUP: 2528
24 36 90 110 #SUP: 2624
24 53 85 86 #SUP: 2496
24 53 85 90 #SUP: 2496
24 53 85 94 #SUP: 2496
24 53 86 90 #SUP: 2496
24 53 86 94 #SUP: 2496
24 53 90 94 #SUP: 2496
24 85 86 90 #SUP: 4208
24 85 86 94 #SUP: 2576
24 85 86 110 #SUP: 2624
24 85 90 94 #SUP: 2584
24 85 90 110 #SUP: 2720
24 86 90 94 #SUP: 2576
24 86 90 110 #SUP: 2624
28 34 39 53 #SUP: 2496
28 34 39 59 #SUP: 2552
28 34 39 63 #SUP: 2552
28 34 39 85 #SUP: 3096
28 34 39 86 #SUP: 3096
28 34 39 90 #SUP: 2496
28 34 53 85 #SUP: 2496
28 34 53 86 #SUP: 2496
28 34 53 90 #SUP: 2496
28 34 59 85 #SUP: 2728
28 34 59 86 #SUP: 2728
28 34 63 85 #SUP: 2680
28 34 63 86 #SUP: 2680
28 34 85 86 #SUP: 3328
28 34 85 90 #SUP: 2736
28 34 86 90 #SUP: 2728
28 39 53 85 #SUP: 2496
28 39 53 86 #SUP: 2496
28 39 53 90 #SUP: 2496
28 39 59 63 #SUP: 2480
28 39 59 85 #SUP: 2744
28 39 59 86 #SUP: 2552
28 39 63 85 #SUP: 2744
28 39 63 86 #SUP: 2552
28 39 85 86 #SUP: 3096
28 39 85 90 #SUP: 2688
28 39 86 90 #SUP: 2496
28 53 85 86 #SUP: 2496
28 53 85 90 #SUP: 2496
28 53 86 90 #SUP: 2496
28 59 63 85 #SUP: 2596
28 59 85 86 #SUP: 2728
28 59 85 90 #SUP: 2480
28 63 85 86 #SUP: 2680
28 85 86 90 #SUP: 2728
34 36 39 56 #SUP: 3432
34 36 39 59 #SUP: 2872
34 36 39 63 #SUP: 2680
34 36 39 85 #SUP: 4346
34 36 39 86 #SUP: 4346
34 36 39 90 #SUP: 4016
34 36 39 93 #SUP: 2840
34 36 52 85 #SUP: 2858
34 36 52 86 #SUP: 2858
34 36 52 90 #SUP: 2528
34 36 53 59 #SUP: 2736
34 36 53 63 #SUP: 2736
34 36 53 85 #SUP: 3744
34 36 53 86 #SUP: 3744
34 36 53 90 #SUP: 3744
34 36 53 110 #SUP: 2736
34 36 56 85 #SUP: 3528
34 36 56 86 #SUP: 3528
34 36 56 90 #SUP: 3408
34 36 59 63 #SUP: 3488
34 36 59 67 #SUP: 2552
34 36 59 76 #SUP: 2552
34 36 59 85 #SUP: 4232
34 36 59 86 #SUP: 4232
34 36 59 90 #SUP: 3936
34 36 59 93 #SUP: 3128
34 36 63 85 #SUP: 3992
34 36 63 86 #SUP: 3992
34 36 63 90 #SUP: 3696
34 36 63 93 #SUP: 2936
34 36 67 85 #SUP: 3160
34 36 67 86 #SUP: 3160
34 36 67 90 #SUP: 2960
34 36 76 85 #SUP: 3128
34 36 76 86 #SUP: 3128
34 36 76 90 #SUP: 2928
34 36 85 86 #SUP: 6602
34 36 85 90 #SUP: 6272
34 36 85 93 #SUP: 3288
34 36 85 110 #SUP: 3752
34 36 85 116 #SUP: 2938
34 36 86 90 #SUP: 6272
34 36 86 93 #SUP: 3288
34 36 86 110 #SUP: 3752
34 36 86 116 #SUP: 2938
34 36 90 93 #SUP: 3168
34 36 90 110 #SUP: 3664
34 36 90 116 #SUP: 2912
34 38 85 86 #SUP: 2504
34 38 85 90 #SUP: 2512
34 38 86 90 #SUP: 2504
34 39 52 85 #SUP: 2618
34 39 52 86 #SUP: 2618
34 39 53 85 #SUP: 2784
34 39 53 86 #SUP: 2784
34 39 53 90 #SUP: 2784
34 39 56 85 #SUP: 3432
34 39 56 86 #SUP: 3432
34 39 56 90 #SUP: 3312
34 39 59 63 #SUP: 2872
34 39 59 85 #SUP: 3400
34 39 59 86 #SUP: 3400
34 39 59 90 #SUP: 2960
34 39 59 93 #SUP: 2824
34 39 63 85 #SUP: 3208
34 39 63 86 #SUP: 3208
34 39 63 90 #SUP: 2768
34 39 63 93 #SUP: 2632
34 39 67 85 #SUP: 2824
34 39 67 86 #SUP: 2824
34 39 76 85 #SUP: 2824
34 39 76 86 #SUP: 2824
34 39 85 86 #SUP: 5402
34 39 85 90 #SUP: 4784
34 39 85 93 #SUP: 3128
34 39 86 90 #SUP: 4784
34 39 86 93 #SUP: 3128
34 39 90 93 #SUP: 2720
34 52 85 86 #SUP: 3298
34 52 85 90 #SUP: 2688
34 52 86 90 #SUP: 2680
34 53 59 63 #SUP: 2520
34 53 59 85 #SUP: 3216
34 53 59 86 #SUP: 3216
34 53 59 90 #SUP: 3216
34 53 63 85 #SUP: 3216
34 53 63 86 #SUP: 3216
34 53 63 90 #SUP: 3216
34 53 67 85 #SUP: 2592
34 53 67 86 #SUP: 2592
34 53 67 90 #SUP: 2592
34 53 76 85 #SUP: 2592
34 53 76 86 #SUP: 2592
34 53 76 90 #SUP: 2592
34 53 85 86 #SUP: 4608
34 53 85 90 #SUP: 4608
34 53 85 94 #SUP: 2496
34 53 85 110 #SUP: 2832
34 53 86 90 #SUP: 4608
34 53 86 94 #SUP: 2496
34 53 86 110 #SUP: 2832
34 53 90 94 #SUP: 2496
34 53 90 110 #SUP: 2832
34 56 85 86 #SUP: 3776
34 56 85 90 #SUP: 3656
34 56 85 116 #SUP: 2456
34 56 86 90 #SUP: 3656
34 56 86 116 #SUP: 2456
34 56 90 116 #SUP: 2448
34 59 63 67 #SUP: 2500
34 59 63 76 #SUP: 2488
34 59 63 85 #SUP: 3964
34 59 63 86 #SUP: 3964
34 59 63 90 #SUP: 3596
34 59 63 93 #SUP: 3136
34 59 67 76 #SUP: 2632
34 59 67 85 #SUP: 3304
34 59 67 86 #SUP: 3304
34 59 67 90 #SUP: 2960
34 59 76 85 #SUP: 3280
34 59 76 86 #SUP: 3280
34 59 76 90 #SUP: 2936
34 59 85 86 #SUP: 4984
34 59 85 90 #SUP: 4544
34 59 85 93 #SUP: 3472
34 59 86 90 #SUP: 4544
34 59 86 93 #SUP: 3472
34 59 90 93 #SUP: 3224
34 63 67 85 #SUP: 3064
34 63 67 86 #SUP: 3064
34 63 67 90 #SUP: 2720
34 63 76 85 #SUP: 3040
34 63 76 86 #SUP: 3040
34 63 76 90 #SUP: 2696
34 63 85 86 #SUP: 4744
34 63 85 90 #SUP: 4304
34 63 85 93 #SUP: 3280
34 63 86 90 #SUP: 4304
34 63 86 93 #SUP: 3280
34 63 90 93 #SUP: 3032
34 67 76 85 #SUP: 3520
34 67 76 86 #SUP: 3520
34 67 76 90 #SUP: 3080
34 67 85 86 #SUP: 4464
34 67 85 90 #SUP: 3976
34 67 85 93 #SUP: 2608
34 67 86 90 #SUP: 3976
34 67 86 93 #SUP: 2608
34 76 85 86 #SUP: 4384
34 76 85 90 #SUP: 3896
34 76 85 93 #SUP: 2608
34 76 86 90 #SUP: 3896
34 76 86 93 #SUP: 2608
34 85 86 90 #SUP: 7288
34 85 86 93 #SUP: 3776
34 85 86 94 #SUP: 2768
34 85 86 110 #SUP: 3944
34 85 86 116 #SUP: 3130
34 85 90 93 #SUP: 3368
34 85 90 94 #SUP: 2584
34 85 90 110 #SUP: 3856
34 85 90 116 #SUP: 3104
34 86 90 93 #SUP: 3368
34 86 90 94 #SUP: 2576
34 86 90 110 #SUP: 3856
34 86 90 116 #SUP: 3104
36 39 52 85 #SUP: 2540
36 39 56 85 #SUP: 3432
36 39 56 86 #SUP: 3432
36 39 56 90 #SUP: 3312
36 39 59 63 #SUP: 2800
36 39 59 85 #SUP: 3064
36 39 59 86 #SUP: 2872
36 39 59 90 #SUP: 2768
36 39 59 93 #SUP: 2872
36 39 63 85 #SUP: 2872
36 39 63 86 #SUP: 2680
36 39 63 90 #SUP: 2576
36 39 63 93 #SUP: 2680
36 39 85 86 #SUP: 4364
36 39 85 90 #SUP: 4208
36 39 85 93 #SUP: 3032
36 39 86 90 #SUP: 4016
36 39 86 93 #SUP: 2840
36 39 90 93 #SUP: 2912
36 52 85 86 #SUP: 2876
36 52 85 90 #SUP: 2720
36 52 86 90 #SUP: 2528
36 53 59 85 #SUP: 2736
36 53 59 86 #SUP: 2736
36 53 59 90 #SUP: 2736
36 53 63 85 #SUP: 2736
36 53 63 86 #SUP: 2736
36 53 63 90 #SUP: 2736
36 53 85 86 #SUP: 3744
36 53 85 90 #SUP: 3744
36 53 85 110 #SUP: 2736
36 53 86 90 #SUP: 3744
36 53 86 110 #SUP: 2736
36 53 90 110 #SUP: 2736
36 56 85 86 #SUP: 3528
36 56 85 90 #SUP: 3408
36 56 86 90 #SUP: 3408
36 59 63 85 #SUP: 3680
36 59 63 86 #SUP: 3488
36 59 63 90 #SUP: 3384
36 59 63 93 #SUP: 3056
36 59 67 85 #SUP: 2552
36 59 67 86 #SUP: 2552
36 59 76 85 #SUP: 2552
36 59 76 86 #SUP: 2552
36 59 85 86 #SUP: 4232
36 59 85 90 #SUP: 4128
36 59 85 93 #SUP: 3320
36 59 86 90 #SUP: 3936
36 59 86 93 #SUP: 3128
36 59 90 93 #SUP: 3216
36 63 85 86 #SUP: 3992
36 63 85 90 #SUP: 3888
36 63 85 93 #SUP: 3128
36 63 86 90 #SUP: 3696
36 63 86 93 #SUP: 2936
36 63 90 93 #SUP: 3024
36 67 85 86 #SUP: 3160
36 67 85 90 #SUP: 2960
36 67 86 90 #SUP: 2960
36 76 85 86 #SUP: 3128
36 76 85 90 #SUP: 2928
36 76 86 90 #SUP: 2928
36 85 86 90 #SUP: 6272
36 85 86 93 #SUP: 3288
36 85 86 110 #SUP: 3752
36 85 86 116 #SUP: 2956
36 85 90 93 #SUP: 3360
36 85 90 110 #SUP: 3760
36 85 90 116 #SUP: 2912
36 86 90 93 #SUP: 3168
36 86 90 110 #SUP: 3664
36 86 90 116 #SUP: 2912
38 85 86 90 #SUP: 2504
39 52 85 86 #SUP: 2636
39 53 85 86 #SUP: 2784
39 53 85 90 #SUP: 2784
39 53 86 90 #SUP: 2784
39 56 85 86 #SUP: 3432
39 56 85 90 #SUP: 3312
39 56 86 90 #SUP: 3312
39 59 63 85 #SUP: 3064
39 59 63 86 #SUP: 2872
39 59 63 90 #SUP: 2696
39 59 63 93 #SUP: 2680
39 59 85 86 #SUP: 3400
39 59 85 90 #SUP: 3152
39 59 85 93 #SUP: 3016
39 59 86 90 #SUP: 2960
39 59 86 93 #SUP: 2824
39 59 90 93 #SUP: 2768
39 63 85 86 #SUP: 3208
39 63 85 90 #SUP: 2960
39 63 85 93 #SUP: 2824
39 63 86 90 #SUP: 2768
39 63 86 93 #SUP: 2632
39 63 90 93 #SUP: 2576
39 67 85 86 #SUP: 2824
39 76 85 86 #SUP: 2824
39 85 86 90 #SUP: 4784
39 85 86 93 #SUP: 3128
39 85 90 93 #SUP: 2912
39 86 90 93 #SUP: 2720
52 85 86 90 #SUP: 2680
53 59 63 85 #SUP: 2520
53 59 63 86 #SUP: 2520
53 59 63 90 #SUP: 2520
53 59 85 86 #SUP: 3216
53 59 85 90 #SUP: 3216
53 59 86 90 #SUP: 3216
53 63 85 86 #SUP: 3216
53 63 85 90 #SUP: 3216
53 63 86 90 #SUP: 3216
53 67 85 86 #SUP: 2592
53 67 85 90 #SUP: 2592
53 67 86 90 #SUP: 2592
53 76 85 86 #SUP: 2592
53 76 85 90 #SUP: 2592
53 76 86 90 #SUP: 2592
53 85 86 90 #SUP: 4608
53 85 86 94 #SUP: 2496
53 85 86 110 #SUP: 2832
53 85 90 94 #SUP: 2496
53 85 90 110 #SUP: 2832
53 86 90 94 #SUP: 2496
53 86 90 110 #SUP: 2832
56 85 86 90 #SUP: 3656
56 85 86 116 #SUP: 2456
56 85 90 116 #SUP: 2448
56 86 90 116 #SUP: 2448
59 63 67 85 #SUP: 2500
59 63 67 86 #SUP: 2500
59 63 76 85 #SUP: 2488
59 63 76 86 #SUP: 2488
59 63 85 86 #SUP: 3964
59 63 85 90 #SUP: 3788
59 63 85 93 #SUP: 3328
59 63 86 90 #SUP: 3596
59 63 86 93 #SUP: 3136
59 63 90 93 #SUP: 3152
59 67 76 85 #SUP: 2632
59 67 76 86 #SUP: 2632
59 67 85 86 #SUP: 3304
59 67 85 90 #SUP: 2960
59 67 86 90 #SUP: 2960
59 76 85 86 #SUP: 3280
59 76 85 90 #SUP: 2936
59 76 86 90 #SUP: 2936
59 85 86 90 #SUP: 4544
59 85 86 93 #SUP: 3472
59 85 90 93 #SUP: 3416
59 86 90 93 #SUP: 3224
63 67 85 86 #SUP: 3064
63 67 85 90 #SUP: 2720
63 67 86 90 #SUP: 2720
63 76 85 86 #SUP: 3040
63 76 85 90 #SUP: 2696
63 76 86 90 #SUP: 2696
63 85 86 90 #SUP: 4304
63 85 86 93 #SUP: 3280
63 85 90 93 #SUP: 3224
63 86 90 93 #SUP: 3032
67 76 85 86 #SUP: 3520
67 76 85 90 #SUP: 3080
67 76 86 90 #SUP: 3080
67 85 86 90 #SUP: 3976
67 85 86 93 #SUP: 2608
76 85 86 90 #SUP: 3896
76 85 86 93 #SUP: 2608
85 86 90 93 #SUP: 3368
85 86 90 94 #SUP: 2576
85 86 90 110 #SUP: 3856
85 86 90 116 #SUP: 3104
1 24 34 36 85 #SUP: 3170
1 24 34 36 86 #SUP: 3170
1 24 34 36 90 #SUP: 3152
1 24 34 36 110 #SUP: 2456
1 24 34 85 86 #SUP: 3266
1 24 34 85 90 #SUP: 3256
1 24 34 85 110 #SUP: 2504
1 24 34 86 90 #SUP: 3248
1 24 34 86 110 #SUP: 2504
1 24 34 90 110 #SUP: 2504
1 24 36 85 86 #SUP: 3188
1 24 36 85 90 #SUP: 3152
1 24 36 85 110 #SUP: 2456
1 24 36 86 90 #SUP: 3152
1 24 36 86 110 #SUP: 2456
1 24 36 90 110 #SUP: 2456
1 24 85 86 90 #SUP: 3248
1 24 85 86 110 #SUP: 2504
1 24 85 90 110 #SUP: 2504
1 24 86 90 110 #SUP: 2504
1 34 36 85 86 #SUP: 3786
1 34 36 85 90 #SUP: 3696
1 34 36 85 110 #SUP: 2800
1 34 36 86 90 #SUP: 3696
1 34 36 86 110 #SUP: 2800
1 34 36 90 110 #SUP: 2728
1 34 85 86 90 #SUP: 3800
1 34 85 86 110 #SUP: 2848
1 34 85 90 110 #SUP: 2776
1 34 86 90 110 #SUP: 2776
1 36 85 86 90 #SUP: 3696
1 36 85 86 110 #SUP: 2800
1 36 85 90 110 #SUP: 2728
1 36 86 90 110 #SUP: 2728
1 85 86 90 110 #SUP: 2776
2 23 34 36 39 #SUP: 2656
2 23 34 36 59 #SUP: 2656
2 23 34 36 63 #SUP: 2464
2 23 34 36 85 #SUP: 2656
2 23 34 36 86 #SUP: 2656
2 23 34 36 93 #SUP: 2464
2 23 34 39 59 #SUP: 2656
2 23 34 39 63 #SUP: 2464
2 23 34 39 85 #SUP: 2656
2 23 34 39 86 #SUP: 2656
2 23 34 39 93 #SUP: 2464
2 23 34 59 63 #SUP: 2560
2 23 34 59 85 #SUP: 2752
2 23 34 59 86 #SUP: 2752
2 23 34 59 90 #SUP: 2528
2 23 34 59 93 #SUP: 2560
2 23 34 63 85 #SUP: 2560
2 23 34 63 86 #SUP: 2560
2 23 34 85 86 #SUP: 2752
2 23 34 85 90 #SUP: 2528
2 23 34 85 93 #SUP: 2560
2 23 34 86 90 #SUP: 2528
2 23 34 86 93 #SUP: 2560
2 23 34 90 93 #SUP: 2528
2 23 36 39 59 #SUP: 2656
2 23 36 39 63 #SUP: 2464
2 23 36 39 85 #SUP: 2656
2 23 36 39 86 #SUP: 2656
2 23 36 39 93 #SUP: 2464
2 23 36 59 63 #SUP: 2464
2 23 36 59 85 #SUP: 2656
2 23 36 59 86 #SUP: 2656
2 23 36 59 93 #SUP: 2464
2 23 36 63 85 #SUP: 2464
2 23 36 63 86 #SUP: 2464
2 23 36 85 86 #SUP: 2656
2 23 36 85 93 #SUP: 2464
2 23 36 86 93 #SUP: 2464
2 23 39 59 63 #SUP: 2464
2 23 39 59 85 #SUP: 2656
2 23 39 59 86 #SUP: 2656
2 23 39 59 93 #SUP: 2464
2 23 39 63 85 #SUP: 2464
2 23 39 63 86 #SUP: 2464
2 23 39 85 86 #SUP: 2656
2 23 39 85 93 #SUP: 2464
2 23 39 86 93 #SUP: 2464
2 23 59 63 85 #SUP: 2560
2 23 59 63 86 #SUP: 2560
2 23 59 85 86 #SUP: 2752
2 23 59 85 90 #SUP: 2528
2 23 59 85 93 #SUP: 2560
2 23 59 86 90 #SUP: 2528
2 23 59 86 93 #SUP: 2560
2 23 59 90 93 #SUP: 2528
2 23 63 85 86 #SUP: 2560
2 23 85 86 90 #SUP: 2528
2 23 85 86 93 #SUP: 2560
2 23 85 90 93 #SUP: 2528
2 23 86 90 93 #SUP: 2528
2 28 34 39 53 #SUP: 2496
2 28 34 39 59 #SUP: 2480
2 28 34 39 63 #SUP: 2480
2 28 34 39 85 #SUP: 3024
2 28 34 39 86 #SUP: 3024
2 28 34 39 90 #SUP: 2496
2 28 34 53 85 #SUP: 2496
2 28 34 53 86 #SUP: 2496
2 28 34 53 90 #SUP: 2496
2 28 34 59 85 #SUP: 2648
2 28 34 59 86 #SUP: 2648
2 28 34 63 85 #SUP: 2600
2 28 34 63 86 #SUP: 2600
2 28 34 85 86 #SUP: 3216
2 28 34 85 90 #SUP: 2688
2 28 34 86 90 #SUP: 2688
2 28 39 53 85 #SUP: 2496
2 28 39 53 86 #SUP: 2496
2 28 39 53 90 #SUP: 2496
2 28 39 59 85 #SUP: 2672
2 28 39 59 86 #SUP: 2480
2 28 39 63 85 #SUP: 2672
2 28 39 63 86 #SUP: 2480
2 28 39 85 86 #SUP: 3024
2 28 39 85 90 #SUP: 2688
2 28 39 86 90 #SUP: 2496
2 28 53 85 86 #SUP: 2496
2 28 53 85 90 #SUP: 2496
2 28 53 86 90 #SUP: 2496
2 28 59 63 85 #SUP: 2516
2 28 59 85 86 #SUP: 2648
2 28 59 85 90 #SUP: 2472
2 28 63 85 86 #SUP: 2600
2 28 85 86 90 #SUP: 2688
2 34 36 39 59 #SUP: 2656
2 34 36 39 63 #SUP: 2464
2 34 36 39 85 #SUP: 2672
2 34 36 39 86 #SUP: 2672
2 34 36 39 93 #SUP: 2480
2 34 36 59 63 #SUP: 2560
2 34 36 59 85 #SUP: 2800
2 34 36 59 86 #SUP: 2800
2 34 36 59 90 #SUP: 2576
2 34 36 59 93 #SUP: 2560
2 34 36 63 85 #SUP: 2560
2 34 36 63 86 #SUP: 2560
2 34 36 85 86 #SUP: 2816
2 34 36 85 90 #SUP: 2576
2 34 36 85 93 #SUP: 2576
2 34 36 86 90 #SUP: 2576
2 34 36 86 93 #SUP: 2576
2 34 36 90 93 #SUP: 2528
2 34 39 53 85 #SUP: 2496
2 34 39 53 86 #SUP: 2496
2 34 39 53 90 #SUP: 2496
2 34 39 59 63 #SUP: 2728
2 34 39 59 85 #SUP: 3184
2 34 39 59 86 #SUP: 3184
2 34 39 59 90 #SUP: 2816
2 34 39 59 93 #SUP: 2608
2 34 39 63 85 #SUP: 2992
2 34 39 63 86 #SUP: 2992
2 34 39 63 90 #SUP: 2624
2 34 39 67 85 #SUP: 2464
2 34 39 67 86 #SUP: 2464
2 34 39 76 85 #SUP: 2464
2 34 39 76 86 #SUP: 2464
2 34 39 85 86 #SUP: 3728
2 34 39 85 90 #SUP: 3200
2 34 39 85 93 #SUP: 2768
2 34 39 86 90 #SUP: 3200
2 34 39 86 93 #SUP: 2768
2 34 53 85 86 #SUP: 2592
2 34 53 85 90 #SUP: 2592
2 34 53 86 90 #SUP: 2592
2 34 59 63 85 #SUP: 2932
2 34 59 63 86 #SUP: 2932
2 34 59 63 90 #SUP: 2636
2 34 59 63 93 #SUP: 2536
2 34 59 85 86 #SUP: 3448
2 34 59 85 90 #SUP: 3080
2 34 59 85 93 #SUP: 2800
2 34 59 86 90 #SUP: 3080
2 34 59 86 93 #SUP: 2800
2 34 59 90 93 #SUP: 2624
2 34 63 85 86 #SUP: 3208
2 34 63 85 90 #SUP: 2840
2 34 63 85 93 #SUP: 2608
2 34 63 86 90 #SUP: 2840
2 34 63 86 93 #SUP: 2608
2 34 67 85 86 #SUP: 2752
2 34 76 85 86 #SUP: 2704
2 34 85 86 90 #SUP: 3488
2 34 85 86 93 #SUP: 2960
2 34 85 90 93 #SUP: 2624
2 34 86 90 93 #SUP: 2624
2 36 39 59 63 #SUP: 2656
2 36 39 59 85 #SUP: 2848
2 36 39 59 86 #SUP: 2656
2 36 39 59 90 #SUP: 2624
2 36 39 59 93 #SUP: 2656
2 36 39 63 85 #SUP: 2656
2 36 39 63 86 #SUP: 2464
2 36 39 63 93 #SUP: 2464
2 36 39 85 86 #SUP: 2672
2 36 39 85 90 #SUP: 2624
2 36 39 85 93 #SUP: 2672
2 36 39 86 93 #SUP: 2480
2 36 39 90 93 #SUP: 2624
2 36 59 63 85 #SUP: 2752
2 36 59 63 86 #SUP: 2560
2 36 59 63 90 #SUP: 2528
2 36 59 63 93 #SUP: 2560
2 36 59 85 86 #SUP: 2800
2 36 59 85 90 #SUP: 2768
2 36 59 85 93 #SUP: 2752
2 36 59 86 90 #SUP: 2576
2 36 59 86 93 #SUP: 2560
2 36 59 90 93 #SUP: 2720
2 36 63 85 86 #SUP: 2560
2 36 63 85 90 #SUP: 2528
2 36 63 85 93 #SUP: 2560
2 36 63 90 93 #SUP: 2528
2 36 85 86 90 #SUP: 2576
2 36 85 86 93 #SUP: 2576
2 36 85 90 93 #SUP: 2720
2 36 86 90 93 #SUP: 2528
2 39 53 85 86 #SUP: 2496
2 39 53 85 90 #SUP: 2496
2 39 53 86 90 #SUP: 2496
2 39 59 63 85 #SUP: 2920
2 39 59 63 86 #SUP: 2728
2 39 59 63 90 #SUP: 2624
2 39 59 63 93 #SUP: 2536
2 39 59 85 86 #SUP: 3184
2 39 59 85 90 #SUP: 3008
2 39 59 85 93 #SUP: 2800
2 39 59 86 90 #SUP: 2816
2 39 59 86 93 #SUP: 2608
2 39 59 90 93 #SUP: 2624
2 39 63 85 86 #SUP: 2992
2 39 63 85 90 #SUP: 2816
2 39 63 85 93 #SUP: 2608
2 39 63 86 90 #SUP: 2624
2 39 67 85 86 #SUP: 2464
2 39 76 85 86 #SUP: 2464
2 39 85 86 90 #SUP: 3200
2 39 85 86 93 #SUP: 2768
2 39 85 90 93 #SUP: 2624
2 53 85 86 90 #SUP: 2592
2 59 63 85 86 #SUP: 2932
2 59 63 85 90 #SUP: 2828
2 59 63 85 93 #SUP: 2728
2 59 63 86 90 #SUP: 2636
2 59 63 86 93 #SUP: 2536
2 59 63 90 93 #SUP: 2624
2 59 85 86 90 #SUP: 3080
2 59 85 86 93 #SUP: 2800
2 59 85 90 93 #SUP: 2816
2 59 86 90 93 #SUP: 2624
2 63 85 86 90 #SUP: 2840
2 63 85 86 93 #SUP: 2608
2 63 85 90 93 #SUP: 2624
2 85 86 90 93 #SUP: 2624
3 34 36 85 86 #SUP: 2962
3 34 36 85 90 #SUP: 2872
3 34 36 86 90 #SUP: 2872
3 34 39 85 86 #SUP: 2578
3 34 85 86 90 #SUP: 3416
3 36 85 86 90 #SUP: 2872
6 34 36 85 86 #SUP: 2646
6 34 36 85 90 #SUP: 2520
6 34 36 86 90 #SUP: 2520
6 34 85 86 90 #SUP: 2970
6 36 85 86 90 #SUP: 2520
10 34 36 85 86 #SUP: 3190
10 34 36 85 90 #SUP: 3016
10 34 36 86 90 #SUP: 3016
10 34 85 86 90 #SUP: 3044
10 36 85 86 90 #SUP: 3016
23 34 36 39 59 #SUP: 2872
23 34 36 39 63 #SUP: 2680
23 34 36 39 85 #SUP: 3016
23 34 36 39 86 #SUP: 3016
23 34 36 39 90 #SUP: 2720
23 34 36 39 93 #SUP: 2824
23 34 36 59 63 #SUP: 2864
23 34 36 59 85 #SUP: 3128
23 34 36 59 86 #SUP: 3128
23 34 36 59 90 #SUP: 2832
23 34 36 59 93 #SUP: 2936
23 34 36 63 85 #SUP: 2936
23 34 36 63 86 #SUP: 2936
23 34 36 63 90 #SUP: 2640
23 34 36 63 93 #SUP: 2744
23 34 36 85 86 #SUP: 3272
23 34 36 85 90 #SUP: 2976
23 34 36 85 93 #SUP: 3080
23 34 36 86 90 #SUP: 2976
23 34 36 86 93 #SUP: 3080
23 34 36 90 93 #SUP: 2976
23 34 39 59 63 #SUP: 2608
23 34 39 59 85 #SUP: 2872
23 34 39 59 86 #SUP: 2872
23 34 39 59 90 #SUP: 2576
23 34 39 59 93 #SUP: 2680
23 34 39 63 85 #SUP: 2680
23 34 39 63 86 #SUP: 2680
23 34 39 63 93 #SUP: 2488
23 34 39 85 86 #SUP: 3016
